order_id,date,time
154,28-12-2023,12:15:57
155,28-12-2023,12:15:29
156,28-12-2023,12:09:18
157,28-12-2023,11:54:22
158,28-12-2023,11:53:26
159,28-12-2023,11:45:11
160,27-12-2023,21:56:56
161,27-12-2023,21:02:45
162,27-12-2023,20:37:13
163,27-12-2023,20:35:17
164,27-12-2023,20:05:14
165,27-12-2023,19:54:45
166,27-12-2023,19:49:40
167,27-12-2023,19:46:05
168,27-12-2023,19:23:37
169,27-12-2023,19:10:16
170,27-12-2023,17:53:13
171,27-12-2023,17:44:59
172,27-12-2023,17:39:57
173,27-12-2023,17:35:20
174,27-12-2023,16:51:43
175,27-12-2023,16:44:51
176,27-12-2023,16:41:00
177,27-12-2023,16:06:27
178,27-12-2023,16:03:36
179,27-12-2023,15:35:47
180,27-12-2023,15:31:04
181,27-12-2023,15:29:39
182,27-12-2023,15:28:24
183,27-12-2023,15:22:47
184,27-12-2023,15:14:38
185,27-12-2023,15:04:12
186,27-12-2023,14:30:40
187,27-12-2023,13:57:36
188,27-12-2023,13:30:48
189,27-12-2023,12:48:05
190,27-12-2023,12:27:29
191,27-12-2023,12:14:34
192,27-12-2023,11:57:00
193,27-12-2023,11:41:28
194,27-12-2023,11:02:20
195,26-12-2023,22:40:22
196,26-12-2023,22:33:30
197,26-12-2023,22:29:50
198,26-12-2023,22:02:23
199,26-12-2023,21:49:13
200,26-12-2023,21:20:27
201,26-12-2023,21:19:30
202,26-12-2023,21:16:25
203,26-12-2023,21:12:36
204,26-12-2023,20:07:54
205,26-12-2023,19:15:41
206,26-12-2023,19:12:48
207,26-12-2023,19:08:05
208,26-12-2023,18:54:07
209,26-12-2023,18:30:31
210,26-12-2023,18:12:56
211,26-12-2023,18:10:21
212,26-12-2023,17:22:53
213,26-12-2023,17:22:33
214,26-12-2023,16:43:57
215,26-12-2023,16:35:59
216,26-12-2023,16:09:34
217,26-12-2023,16:08:21
218,26-12-2023,15:43:09
219,26-12-2023,15:25:45
220,26-12-2023,15:18:31
221,26-12-2023,14:59:28
222,26-12-2023,14:59:25
223,26-12-2023,14:45:19
224,26-12-2023,14:41:05
225,26-12-2023,13:54:47
226,26-12-2023,13:28:22
227,26-12-2023,13:23:09
228,26-12-2023,12:34:04
229,26-12-2023,12:30:49
230,26-12-2023,12:18:49
231,26-12-2023,12:16:35
232,26-12-2023,11:56:16
233,24-12-2023,22:07:22
234,24-12-2023,22:06:10
235,24-12-2023,21:24:35
236,24-12-2023,21:09:48
237,24-12-2023,21:00:25
238,24-12-2023,20:58:44
239,24-12-2023,20:48:17
240,24-12-2023,20:43:08
241,24-12-2023,20:37:01
242,24-12-2023,20:33:56
243,24-12-2023,19:49:01
244,24-12-2023,19:47:11
245,24-12-2023,19:24:16
246,24-12-2023,19:07:42
247,24-12-2023,18:53:52
248,24-12-2023,18:30:56
249,24-12-2023,18:27:31
250,24-12-2023,18:23:59
251,24-12-2023,18:23:45
252,24-12-2023,18:22:32
253,24-12-2023,18:12:10
254,24-12-2023,17:53:26
255,24-12-2023,17:52:28
256,24-12-2023,17:44:58
257,24-12-2023,17:23:50
258,24-12-2023,17:08:16
259,24-12-2023,17:08:03
260,24-12-2023,16:58:36
261,24-12-2023,16:46:31
262,24-12-2023,16:41:46
263,24-12-2023,16:24:24
264,24-12-2023,16:19:36
265,24-12-2023,15:58:44
266,24-12-2023,15:56:32
267,24-12-2023,15:42:10
268,24-12-2023,15:39:50
269,24-12-2023,15:08:38
270,24-12-2023,15:02:24
271,24-12-2023,14:58:22
272,24-12-2023,14:08:39
273,24-12-2023,13:45:24
274,24-12-2023,13:35:46
275,24-12-2023,13:26:40
276,24-12-2023,13:07:09
277,24-12-2023,12:57:52
278,24-12-2023,12:42:11
279,24-12-2023,12:34:00
280,24-12-2023,12:09:56
281,24-12-2023,12:07:50
282,24-12-2023,12:04:56
283,24-12-2023,12:00:55
284,24-12-2023,11:27:09
285,24-12-2023,11:26:29
286,24-12-2023,11:22:15
287,24-12-2023,11:18:13
288,24-12-2023,11:10:35
289,23-12-2023,21:34:09
290,23-12-2023,21:27:59
291,23-12-2023,21:00:41
292,23-12-2023,20:49:05
293,23-12-2023,20:45:44
294,23-12-2023,20:34:28
295,23-12-2023,20:01:01
296,23-12-2023,19:41:29
297,23-12-2023,19:37:02
298,23-12-2023,19:19:33
299,23-12-2023,19:00:38
300,23-12-2023,18:59:05
301,23-12-2023,18:44:50
302,23-12-2023,18:42:44
303,23-12-2023,18:36:29
304,23-12-2023,18:33:16
305,23-12-2023,18:15:31
306,23-12-2023,18:00:38
307,23-12-2023,17:52:04
308,23-12-2023,17:46:02
309,23-12-2023,17:41:11
310,23-12-2023,17:25:18
311,23-12-2023,17:17:32
312,23-12-2023,17:16:04
313,23-12-2023,17:14:47
314,23-12-2023,17:05:56
315,23-12-2023,16:12:04
316,23-12-2023,15:36:58
317,23-12-2023,15:30:43
318,23-12-2023,15:19:52
319,23-12-2023,14:58:00
320,23-12-2023,14:41:12
321,23-12-2023,14:20:23
322,23-12-2023,14:09:02
323,23-12-2023,14:08:29
324,23-12-2023,13:48:58
325,23-12-2023,13:40:23
326,23-12-2023,13:37:04
327,23-12-2023,13:29:57
328,23-12-2023,13:29:21
329,23-12-2023,13:16:32
330,23-12-2023,13:12:00
331,23-12-2023,13:11:38
332,23-12-2023,13:07:44
333,23-12-2023,13:05:35
334,23-12-2023,13:00:01
335,23-12-2023,12:54:17
336,23-12-2023,12:35:26
337,23-12-2023,12:31:26
338,23-12-2023,12:17:40
339,23-12-2023,12:09:22
340,23-12-2023,11:54:11
341,23-12-2023,11:42:50
342,23-12-2023,11:40:10
343,23-12-2023,11:38:11
344,23-12-2023,11:33:33
345,22-12-2023,22:02:42
346,22-12-2023,21:49:24
347,22-12-2023,21:09:43
348,22-12-2023,20:56:37
349,22-12-2023,20:24:23
350,22-12-2023,20:10:15
351,22-12-2023,20:06:25
352,22-12-2023,20:04:10
353,22-12-2023,19:42:04
354,22-12-2023,19:09:44
355,22-12-2023,18:56:22
356,22-12-2023,18:44:54
357,22-12-2023,18:39:44
358,22-12-2023,17:49:03
359,22-12-2023,17:35:43
360,22-12-2023,17:28:34
361,22-12-2023,17:28:01
362,22-12-2023,17:15:52
363,22-12-2023,16:56:47
364,22-12-2023,16:50:19
365,22-12-2023,16:41:19
366,22-12-2023,16:40:09
367,22-12-2023,16:39:25
368,22-12-2023,16:34:38
369,22-12-2023,16:14:42
370,22-12-2023,16:13:34
371,22-12-2023,16:09:04
372,22-12-2023,16:06:17
373,22-12-2023,15:37:51
374,22-12-2023,15:32:02
375,22-12-2023,15:26:57
376,22-12-2023,15:24:59
377,22-12-2023,14:49:04
378,22-12-2023,14:48:15
379,22-12-2023,14:23:39
380,22-12-2023,13:50:58
381,22-12-2023,13:46:30
382,22-12-2023,13:42:56
383,22-12-2023,13:39:03
384,22-12-2023,13:17:55
385,22-12-2023,13:16:21
386,22-12-2023,13:13:31
387,22-12-2023,12:54:14
388,22-12-2023,12:46:28
389,22-12-2023,12:43:49
390,22-12-2023,12:42:58
391,22-12-2023,12:39:25
392,22-12-2023,12:35:13
393,22-12-2023,12:22:23
394,22-12-2023,12:08:54
395,22-12-2023,12:07:18
396,22-12-2023,12:02:40
397,22-12-2023,11:54:20
398,22-12-2023,11:52:06
399,22-12-2023,11:38:50
400,22-12-2023,11:30:48
401,22-12-2023,11:28:56
402,22-12-2023,11:19:09
403,21-12-2023,22:25:40
404,21-12-2023,22:16:13
405,21-12-2023,22:07:07
406,21-12-2023,21:56:53
407,21-12-2023,20:44:30
408,21-12-2023,20:37:14
409,21-12-2023,19:55:57
410,21-12-2023,19:19:18
411,21-12-2023,19:14:05
412,21-12-2023,19:07:55
413,21-12-2023,19:02:03
414,21-12-2023,18:51:54
415,21-12-2023,18:39:44
416,21-12-2023,18:19:40
417,21-12-2023,18:12:10
418,21-12-2023,18:01:50
419,21-12-2023,17:56:50
420,21-12-2023,17:46:44
421,21-12-2023,17:19:56
422,21-12-2023,17:18:00
423,21-12-2023,17:17:50
424,21-12-2023,17:09:32
425,21-12-2023,16:59:42
426,21-12-2023,16:58:56
427,21-12-2023,16:53:29
428,21-12-2023,16:32:27
429,21-12-2023,16:07:49
430,21-12-2023,16:06:43
431,21-12-2023,15:59:31
432,21-12-2023,15:39:31
433,21-12-2023,15:28:45
434,21-12-2023,15:13:37
435,21-12-2023,14:58:50
436,21-12-2023,14:56:38
437,21-12-2023,14:45:52
438,21-12-2023,14:42:43
439,21-12-2023,14:28:03
440,21-12-2023,14:26:19
441,21-12-2023,14:05:28
442,21-12-2023,13:46:40
443,21-12-2023,13:33:49
444,21-12-2023,13:14:37
445,21-12-2023,13:07:22
446,21-12-2023,13:03:33
447,21-12-2023,12:56:01
448,21-12-2023,12:45:45
449,21-12-2023,12:44:16
450,21-12-2023,12:29:14
451,21-12-2023,12:20:07
452,21-12-2023,12:18:35
453,21-12-2023,12:04:33
454,21-12-2023,11:57:49
455,21-12-2023,11:27:01
456,21-12-2023,11:23:36
457,21-12-2023,11:20:26
458,20-12-2023,22:25:20
459,20-12-2023,22:16:54
460,20-12-2023,22:00:53
461,20-12-2023,20:55:11
462,20-12-2023,20:40:06
463,20-12-2023,20:39:10
464,20-12-2023,20:34:07
465,20-12-2023,20:19:45
466,20-12-2023,20:07:25
467,20-12-2023,20:02:22
468,20-12-2023,19:38:32
469,20-12-2023,19:38:25
470,20-12-2023,19:27:01
471,20-12-2023,19:24:36
472,20-12-2023,19:22:56
473,20-12-2023,19:16:20
474,20-12-2023,19:15:11
475,20-12-2023,19:09:31
476,20-12-2023,19:08:45
477,20-12-2023,19:04:16
478,20-12-2023,19:00:32
479,20-12-2023,18:36:26
480,20-12-2023,18:28:25
481,20-12-2023,18:19:47
482,20-12-2023,18:06:40
483,20-12-2023,18:03:47
484,20-12-2023,17:41:41
485,20-12-2023,17:23:53
486,20-12-2023,17:21:20
487,20-12-2023,16:36:49
488,20-12-2023,16:32:52
489,20-12-2023,16:29:22
490,20-12-2023,16:25:42
491,20-12-2023,15:26:45
492,20-12-2023,15:14:45
493,20-12-2023,14:48:33
494,20-12-2023,14:48:21
495,20-12-2023,14:36:48
496,20-12-2023,14:07:15
497,20-12-2023,13:56:21
498,20-12-2023,13:54:02
499,20-12-2023,13:46:59
500,20-12-2023,13:45:27
501,20-12-2023,13:32:55
502,20-12-2023,13:21:45
503,20-12-2023,13:13:49
504,20-12-2023,13:03:03
505,20-12-2023,13:00:50
506,20-12-2023,12:34:47
507,20-12-2023,12:29:25
508,20-12-2023,12:24:33
509,20-12-2023,12:03:42
510,20-12-2023,11:55:46
511,19-12-2023,23:03:23
512,19-12-2023,22:54:28
513,19-12-2023,21:42:14
514,19-12-2023,21:36:45
515,19-12-2023,21:32:43
516,19-12-2023,21:22:22
517,19-12-2023,21:15:54
518,19-12-2023,21:05:54
519,19-12-2023,20:55:39
520,19-12-2023,20:34:06
521,19-12-2023,20:25:37
522,19-12-2023,20:19:31
523,19-12-2023,20:17:12
524,19-12-2023,20:15:19
525,19-12-2023,20:10:01
526,19-12-2023,19:41:27
527,19-12-2023,19:02:51
528,19-12-2023,19:02:37
529,19-12-2023,18:51:32
530,19-12-2023,18:50:30
531,19-12-2023,18:32:45
532,19-12-2023,18:27:51
533,19-12-2023,18:27:50
534,19-12-2023,18:18:42
535,19-12-2023,18:17:42
536,19-12-2023,17:53:49
537,19-12-2023,17:48:36
538,19-12-2023,17:32:52
539,19-12-2023,17:19:12
540,19-12-2023,17:15:23
541,19-12-2023,17:07:29
542,19-12-2023,17:06:32
543,19-12-2023,17:01:31
544,19-12-2023,17:00:31
545,19-12-2023,16:59:08
546,19-12-2023,16:36:51
547,19-12-2023,16:30:23
548,19-12-2023,16:28:03
549,19-12-2023,16:19:36
550,19-12-2023,16:11:18
551,19-12-2023,15:56:02
552,19-12-2023,15:12:23
553,19-12-2023,14:58:42
554,19-12-2023,14:36:32
555,19-12-2023,13:29:42
556,19-12-2023,13:28:31
557,19-12-2023,13:23:55
558,19-12-2023,13:03:43
559,19-12-2023,12:58:51
560,19-12-2023,12:44:53
561,19-12-2023,12:44:45
562,19-12-2023,12:31:02
563,19-12-2023,12:27:40
564,19-12-2023,12:12:38
565,19-12-2023,12:07:10
566,19-12-2023,12:01:21
567,19-12-2023,11:51:18
568,19-12-2023,11:37:49
569,19-12-2023,11:33:51
570,18-12-2023,22:29:17
571,18-12-2023,22:06:22
572,18-12-2023,22:05:48
573,18-12-2023,22:04:36
574,18-12-2023,22:00:55
575,18-12-2023,21:49:34
576,18-12-2023,21:43:37
577,18-12-2023,21:20:32
578,18-12-2023,21:15:24
579,18-12-2023,21:13:14
580,18-12-2023,20:51:37
581,18-12-2023,20:45:20
582,18-12-2023,20:21:06
583,18-12-2023,20:17:03
584,18-12-2023,20:07:32
585,18-12-2023,20:00:04
586,18-12-2023,19:57:18
587,18-12-2023,19:34:53
588,18-12-2023,19:19:20
589,18-12-2023,18:59:00
590,18-12-2023,18:57:32
591,18-12-2023,18:54:21
592,18-12-2023,18:51:53
593,18-12-2023,18:48:23
594,18-12-2023,18:31:28
595,18-12-2023,18:28:39
596,18-12-2023,18:23:43
597,18-12-2023,18:16:29
598,18-12-2023,18:13:21
599,18-12-2023,18:11:35
600,18-12-2023,18:06:56
601,18-12-2023,17:47:48
602,18-12-2023,17:44:54
603,18-12-2023,17:42:31
604,18-12-2023,17:41:33
605,18-12-2023,17:40:34
606,18-12-2023,17:37:10
607,18-12-2023,17:36:47
608,18-12-2023,17:34:31
609,18-12-2023,17:28:53
610,18-12-2023,17:22:17
611,18-12-2023,17:07:20
612,18-12-2023,16:38:33
613,18-12-2023,16:04:59
614,18-12-2023,15:02:14
615,18-12-2023,14:35:30
616,18-12-2023,14:33:10
617,18-12-2023,14:28:27
618,18-12-2023,14:20:39
619,18-12-2023,14:14:43
620,18-12-2023,14:11:21
621,18-12-2023,13:59:19
622,18-12-2023,13:52:39
623,18-12-2023,13:46:55
624,18-12-2023,13:45:05
625,18-12-2023,13:40:08
626,18-12-2023,13:39:18
627,18-12-2023,13:31:19
628,18-12-2023,13:26:09
629,18-12-2023,13:24:39
630,18-12-2023,13:23:31
631,18-12-2023,13:17:15
632,18-12-2023,12:58:20
633,18-12-2023,12:48:35
634,18-12-2023,12:45:24
635,18-12-2023,12:35:06
636,18-12-2023,12:22:17
637,18-12-2023,12:15:05
638,18-12-2023,12:11:46
639,18-12-2023,12:11:18
640,18-12-2023,12:09:08
641,18-12-2023,12:05:52
642,18-12-2023,11:52:13
643,18-12-2023,11:47:32
644,18-12-2023,11:38:22
645,18-12-2023,11:33:45
646,17-12-2023,22:27:07
647,17-12-2023,21:45:47
648,17-12-2023,20:53:22
649,17-12-2023,20:50:33
650,17-12-2023,20:25:29
651,17-12-2023,20:16:39
652,17-12-2023,20:02:35
653,17-12-2023,19:53:22
654,17-12-2023,19:46:01
655,17-12-2023,19:26:31
656,17-12-2023,19:22:52
657,17-12-2023,19:21:24
658,17-12-2023,19:13:47
659,17-12-2023,18:54:02
660,17-12-2023,18:40:52
661,17-12-2023,18:30:15
662,17-12-2023,18:21:09
663,17-12-2023,18:09:08
664,17-12-2023,18:04:07
665,17-12-2023,18:04:02
666,17-12-2023,17:58:08
667,17-12-2023,17:35:30
668,17-12-2023,17:24:32
669,17-12-2023,17:17:21
670,17-12-2023,17:09:09
671,17-12-2023,16:42:05
672,17-12-2023,16:32:15
673,17-12-2023,16:15:23
674,17-12-2023,16:12:43
675,17-12-2023,15:32:33
676,17-12-2023,15:29:38
677,17-12-2023,15:28:04
678,17-12-2023,14:46:39
679,17-12-2023,14:42:22
680,17-12-2023,14:39:49
681,17-12-2023,14:15:30
682,17-12-2023,14:10:56
683,17-12-2023,13:56:08
684,17-12-2023,13:50:30
685,17-12-2023,13:46:55
686,17-12-2023,13:39:32
687,17-12-2023,13:31:46
688,17-12-2023,13:15:53
689,17-12-2023,13:12:15
690,17-12-2023,13:10:14
691,17-12-2023,12:56:35
692,17-12-2023,12:55:27
693,17-12-2023,12:48:52
694,17-12-2023,12:45:59
695,17-12-2023,12:27:16
696,17-12-2023,12:22:18
697,17-12-2023,12:18:09
698,17-12-2023,12:13:10
699,17-12-2023,12:05:43
700,17-12-2023,12:01:48
701,17-12-2023,11:50:40
702,17-12-2023,11:49:10
703,16-12-2023,21:38:20
704,16-12-2023,21:37:36
705,16-12-2023,21:19:36
706,16-12-2023,21:07:52
707,16-12-2023,20:52:10
708,16-12-2023,20:41:43
709,16-12-2023,20:39:32
710,16-12-2023,20:29:50
711,16-12-2023,20:12:40
712,16-12-2023,20:02:22
713,16-12-2023,19:48:12
714,16-12-2023,19:46:03
715,16-12-2023,19:35:38
716,16-12-2023,19:28:52
717,16-12-2023,19:13:05
718,16-12-2023,18:59:16
719,16-12-2023,18:56:17
720,16-12-2023,18:54:08
721,16-12-2023,18:51:51
722,16-12-2023,18:46:00
723,16-12-2023,18:43:46
724,16-12-2023,18:43:02
725,16-12-2023,18:40:22
726,16-12-2023,18:28:12
727,16-12-2023,18:17:16
728,16-12-2023,18:15:37
729,16-12-2023,18:04:11
730,16-12-2023,17:43:27
731,16-12-2023,17:34:57
732,16-12-2023,17:31:45
733,16-12-2023,17:26:49
734,16-12-2023,17:14:32
735,16-12-2023,17:07:30
736,16-12-2023,17:01:28
737,16-12-2023,16:59:48
738,16-12-2023,16:22:54
739,16-12-2023,16:16:25
740,16-12-2023,16:13:51
741,16-12-2023,16:03:27
742,16-12-2023,15:57:04
743,16-12-2023,15:55:07
744,16-12-2023,15:46:09
745,16-12-2023,15:39:02
746,16-12-2023,14:58:27
747,16-12-2023,14:57:15
748,16-12-2023,14:05:32
749,16-12-2023,13:56:47
750,16-12-2023,13:47:20
751,16-12-2023,13:42:04
752,16-12-2023,13:25:55
753,16-12-2023,13:24:27
754,16-12-2023,13:14:01
755,16-12-2023,13:11:06
756,16-12-2023,13:11:00
757,16-12-2023,13:10:37
758,16-12-2023,13:09:38
759,16-12-2023,13:07:12
760,16-12-2023,13:05:49
761,16-12-2023,12:59:35
762,16-12-2023,12:56:58
763,16-12-2023,12:47:57
764,16-12-2023,12:32:55
765,16-12-2023,12:27:14
766,16-12-2023,12:06:32
767,16-12-2023,11:56:24
768,16-12-2023,11:54:04
769,16-12-2023,11:53:57
770,16-12-2023,11:44:32
771,16-12-2023,11:41:09
772,15-12-2023,22:26:20
773,15-12-2023,21:55:10
774,15-12-2023,20:45:46
775,15-12-2023,20:33:29
776,15-12-2023,20:06:57
777,15-12-2023,20:00:03
778,15-12-2023,19:55:23
779,15-12-2023,19:51:47
780,15-12-2023,19:36:20
781,15-12-2023,19:35:02
782,15-12-2023,19:28:49
783,15-12-2023,19:23:55
784,15-12-2023,19:19:15
785,15-12-2023,19:18:30
786,15-12-2023,19:06:35
787,15-12-2023,19:00:36
788,15-12-2023,18:58:59
789,15-12-2023,18:53:33
790,15-12-2023,18:45:33
791,15-12-2023,18:35:23
792,15-12-2023,18:34:38
793,15-12-2023,18:32:21
794,15-12-2023,18:28:40
795,15-12-2023,17:43:36
796,15-12-2023,17:34:31
797,15-12-2023,17:30:07
798,15-12-2023,17:15:20
799,15-12-2023,17:04:59
800,15-12-2023,16:55:39
801,15-12-2023,16:40:50
802,15-12-2023,16:11:58
803,15-12-2023,16:10:32
804,15-12-2023,15:46:25
805,15-12-2023,15:45:59
806,15-12-2023,15:37:51
807,15-12-2023,15:13:38
808,15-12-2023,14:22:30
809,15-12-2023,14:06:01
810,15-12-2023,14:05:44
811,15-12-2023,13:59:23
812,15-12-2023,13:57:07
813,15-12-2023,13:47:01
814,15-12-2023,13:24:56
815,15-12-2023,13:21:22
816,15-12-2023,13:15:30
817,15-12-2023,13:15:24
818,15-12-2023,13:05:11
819,15-12-2023,12:52:15
820,15-12-2023,12:50:13
821,15-12-2023,12:43:54
822,15-12-2023,12:23:06
823,15-12-2023,12:19:14
824,15-12-2023,12:19:02
825,15-12-2023,12:14:37
826,15-12-2023,12:08:00
827,15-12-2023,12:06:33
828,15-12-2023,11:25:58
829,15-12-2023,11:21:45
830,14-12-2023,22:21:50
831,14-12-2023,22:03:33
832,14-12-2023,21:46:43
833,14-12-2023,21:08:22
834,14-12-2023,20:56:12
835,14-12-2023,20:36:46
836,14-12-2023,20:12:50
837,14-12-2023,20:09:11
838,14-12-2023,20:08:46
839,14-12-2023,20:08:38
840,14-12-2023,19:54:36
841,14-12-2023,19:42:15
842,14-12-2023,19:07:30
843,14-12-2023,19:01:20
844,14-12-2023,18:59:17
845,14-12-2023,18:54:13
846,14-12-2023,18:49:35
847,14-12-2023,18:45:34
848,14-12-2023,18:34:47
849,14-12-2023,18:26:14
850,14-12-2023,18:15:58
851,14-12-2023,17:57:55
852,14-12-2023,17:51:53
853,14-12-2023,17:50:32
854,14-12-2023,17:49:29
855,14-12-2023,17:49:03
856,14-12-2023,17:48:55
857,14-12-2023,17:46:53
858,14-12-2023,17:09:15
859,14-12-2023,17:08:40
860,14-12-2023,16:56:23
861,14-12-2023,16:53:47
862,14-12-2023,16:46:22
863,14-12-2023,16:35:36
864,14-12-2023,16:15:58
865,14-12-2023,15:07:09
866,14-12-2023,15:02:54
867,14-12-2023,13:39:23
868,14-12-2023,13:29:45
869,14-12-2023,13:18:24
870,14-12-2023,13:02:01
871,14-12-2023,12:56:54
872,14-12-2023,12:56:35
873,14-12-2023,12:53:16
874,14-12-2023,12:44:26
875,14-12-2023,12:42:21
876,14-12-2023,12:36:01
877,14-12-2023,12:29:10
878,14-12-2023,12:24:12
879,14-12-2023,12:16:25
880,14-12-2023,12:15:55
881,14-12-2023,12:14:44
882,14-12-2023,12:12:39
883,14-12-2023,12:05:12
884,14-12-2023,12:01:04
885,14-12-2023,11:50:51
886,14-12-2023,11:41:16
887,14-12-2023,11:38:24
888,13-12-2023,22:56:06
889,13-12-2023,22:23:08
890,13-12-2023,22:09:33
891,13-12-2023,21:50:16
892,13-12-2023,20:20:21
893,13-12-2023,20:09:32
894,13-12-2023,20:04:49
895,13-12-2023,19:56:40
896,13-12-2023,19:30:50
897,13-12-2023,19:30:32
898,13-12-2023,19:04:20
899,13-12-2023,18:58:46
900,13-12-2023,18:54:26
901,13-12-2023,18:51:38
902,13-12-2023,18:32:15
903,13-12-2023,18:28:16
904,13-12-2023,18:24:58
905,13-12-2023,18:21:38
906,13-12-2023,18:21:20
907,13-12-2023,18:10:45
908,13-12-2023,18:05:23
909,13-12-2023,17:39:25
910,13-12-2023,17:39:11
911,13-12-2023,17:33:13
912,13-12-2023,17:25:33
913,13-12-2023,17:24:28
914,13-12-2023,17:21:59
915,13-12-2023,17:20:30
916,13-12-2023,17:08:45
917,13-12-2023,16:53:46
918,13-12-2023,16:53:11
919,13-12-2023,16:34:22
920,13-12-2023,16:22:38
921,13-12-2023,16:05:53
922,13-12-2023,15:48:40
923,13-12-2023,15:15:33
924,13-12-2023,15:02:43
925,13-12-2023,14:58:49
926,13-12-2023,14:39:07
927,13-12-2023,14:22:55
928,13-12-2023,14:19:24
929,13-12-2023,14:09:24
930,13-12-2023,13:55:31
931,13-12-2023,13:47:48
932,13-12-2023,13:37:12
